ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	BORID
1024	Jixi	split	tɕʰiɔ²¹³⁻³¹ kʰa⁵⁵	tɕʰ j ɔ ²¹³ + kʰ a ⁵⁵	216 215	1190
1025	Suzhou	split	hən⁴⁴	h ə n ⁴⁴	217	1185
1026	Wenzhou	split	do²¹	d o ²¹	218	1186
1027	Changsha	split	si³³	s i ³³	212	1178
1028	Changsha	split	tʂʰə⁴¹	ʈʂʰ ə ⁴¹	216	1182
1029	Loudi	split	tʰiɔ⁴² bu³⁵⁻⁵	tʰ j ɔ ⁴² + b u ³⁵	216 219	1184
1030	Nanchang	split	si⁴² liɛt⁵	s i ⁴² + l j ɛ t ⁵	212 213	1179
1031	Nanchang	split	sɿ⁴²	s ɿ ⁴²	212	1178
1032	Nanchang	split	tsei⁴²	ts ei ⁴²	760	1188
1033	Meixian	split	tsʰa³¹ kʰoi³³	tsʰ a ³¹ + kʰ oi ³³	216 215	1183
1034	Guilin	split	tsʰᴀ²³⁻²² pʰuo²⁵	tsʰ a̠ ²³ + pʰ w o ²⁵	216 219	1184
1035	Guangzhou	split	si⁵³ lit²	s i ⁵³ + l i t ²	212 213	1179
1036	Fuzhou	split	tʰie³² lieʔ⁵	tʰ j e ³² + l j e ʔ ⁵	216 213	1191
1037	Xiamen	split	tʰiaʔ⁵³* li²²	tʰ j a ʔ ⁵³ + l i ²²	220 221	1187
1761	Beijing	squeeze	iᴀ⁵⁵	j a̠ ⁵⁵	360	1196
1762	Ha_erbin	squeeze	ia⁴⁴	j a ⁴⁴	360	1196
1763	Jinan	squeeze	ia²¹⁴	j a ²¹⁴	360	1196
1764	Rongcheng	squeeze	ia²¹⁴	j a ²¹⁴	360	1196
1765	Taiyuan	squeeze	ia⁴⁵	j a ⁴⁵	360	1192
1766	Taiyuan	squeeze	tɕi⁵³	tɕ i ⁵³	361	1197
1767	Xi_an	squeeze	ȵiɑ²¹	ɲ j ɑ ²¹	360	1196
1768	Chengdu	squeeze	tsa²¹³	ts a ²¹³	362	1198
1769	Chengdu	squeeze	ŋa⁴⁵	ŋ a ⁴⁵	360	1193
1770	Nanjing	squeeze	tɕi¹¹	tɕ i ¹¹	361	1197
1771	Nanjing	squeeze	tsɑʔ⁵	ts ɑ ʔ ⁵	362	1194
1772	Nanjing	squeeze	iɑʔ⁵	j ɑ ʔ ⁵	360	1196
1773	Jixi	squeeze	tso³⁵	ts o ³⁵	362	1198
1774	Suzhou	squeeze	ɑʔ⁴	ɑ ʔ ⁴	360	1196
1775	Wenzhou	squeeze	a⁴¹	a ⁴¹	360	1196
1776	Changsha	squeeze	ia²⁴	j a ²⁴	360	1196
1777	Loudi	squeeze	ia¹³	j a ¹³	360	1196
1778	Loudi	squeeze	tsʰe⁴² tɤ⁰	tsʰ e ⁴² + t ɤ ⁰	320 256	1195
1779	Nanchang	squeeze	ŋat⁵	ŋ a t ⁵	360	1196
1780	Nanchang	squeeze	tɕi²¹³	tɕ i ²¹³	361	1197
1781	Meixian	squeeze	ap¹	a p ¹	360	1196
1782	Guilin	squeeze	ŋa⁵⁵	ŋ a ⁵⁵	360	1196
1783	Guangzhou	squeeze	ŋat³	ŋ a t ³	360	1196
1784	Fuzhou	squeeze	taʔ²⁴*	t a ʔ ²⁴	360	1196
1785	Xiamen	squeeze	teʔ³²*	t e ʔ ³²	360	1196
2742	Beijing	stab	tsʰɿ⁵¹	tsʰ ɿ ⁵¹	557	1200
2743	Ha_erbin	stab	tsʰɿ⁵³	tsʰ ɿ ⁵³	557	1200
2744	Jinan	stab	tsʰɿ²¹	tsʰ ɿ ²¹	557	1200
2745	Rongcheng	stab	nɐn²¹⁴	n ɐ n ²¹⁴	558	1201
2746	Taiyuan	stab	tsʰɿ⁴⁵	tsʰ ɿ ⁴⁵	557	1200
2747	Xi_an	stab	tsʰɿ⁴⁴	tsʰ ɿ ⁴⁴	557	1200
2748	Chengdu	stab	tɕy⁴⁵	tɕ y ⁴⁵	559	1202
2749	Nanjing	stab	tsʰoʔ⁵	tsʰ o ʔ ⁵	560	1203
2750	Jixi	stab	tsʰoʔ³²*	tsʰ o ʔ ³²	560	1203
2751	Suzhou	stab	tsʰɿ⁴¹²	tsʰ ɿ ⁴¹²	557	1199
2752	Suzhou	stab	tsʰoʔ⁴	tsʰ o ʔ ⁴	560	1203
2753	Wenzhou	stab	taŋ⁵¹	t a ŋ ⁵¹	561	1204
2754	Changsha	stab	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	557	1200
2755	Loudi	stab	tsɿ³⁵	ts ɿ ³⁵	557	1200
2756	Nanchang	stab	tsʰɿ²¹³	tsʰ ɿ ²¹³	557	1200
2757	Meixian	stab	tsʰɿ⁵³	tsʰ ɿ ⁵³	557	1200
2758	Guilin	stab	tsʰɿ²⁵	tsʰ ɿ ²⁵	557	1200
2759	Guangzhou	stab	tsʰi³³	tsʰ i ³³	557	1200
2760	Fuzhou	stab	tsʰie²¹²	tsʰ j e ²¹²	557	1200
2761	Xiamen	stab	tsʰi²¹	tsʰ i ²¹	557	1200
2220	Beijing	stand	tʂan⁵¹	ʈʂ a n ⁵¹	457	1208
2221	Ha_erbin	stand	tʂan⁵³	ʈʂ a n ⁵³	457	1208
2222	Jinan	stand	tʂæ̃³¹	ʈʂ æ̃ ³¹	457	1208
2223	Rongcheng	stand	li²¹⁴ tʂə⁰	l i ²¹⁴ + ʈʂ ə ⁰	458 255	1205
2224	Taiyuan	stand	tsæ̃⁴⁵	ts æ̃ ⁴⁵	457	1208
2225	Xi_an	stand	tsæ̃⁴⁴	ts æ̃ ⁴⁴	457	1208
2226	Chengdu	stand	tsan²¹³	ts a n ²¹³	457	1208
2227	Nanjing	stand	tsɑ̃⁴⁴	ts ɑ̃ ⁴⁴	457	1208
2228	Jixi	stand	kʰa²¹³	kʰ a ²¹³	459	1210
2229	Suzhou	stand	liəʔ²³*	l j ə ʔ ²³	458	1209
2230	Wenzhou	stand	ge²⁴	g e ²⁴	460	1206
2231	Changsha	stand	tsan⁵⁵	ts a n ⁵⁵	457	1207
2232	Changsha	stand	ti⁵⁵	t i ⁵⁵	461	1212
2233	Loudi	stand	tsã³⁵	ts ã ³⁵	457	1208
2234	Nanchang	stand	tsan⁴⁵	ts a n ⁴⁵	457	1208
2235	Meixian	stand	kʰi³³	kʰ i ³³	460	1211
2236	Guilin	stand	tsã²¹	ts ã ²¹	457	1208
2237	Guangzhou	stand	tsam²²	ts a m ²²	457	1208
2238	Fuzhou	stand	kʰie²⁴²	kʰ j e ²⁴²	460	1211
2239	Xiamen	stand	kʰia²²	kʰ j a ²²	460	1211
1703	Beijing	star	ɕiŋ⁵⁵ ɕiŋ⁰	ɕ i ŋ ⁵⁵ + ɕ i ŋ ⁰	356 318	1221
1704	Ha_erbin	star	ɕiŋ⁴⁴ ɕiər⁰	ɕ i ŋ ⁴⁴ + ɕ j ə ⁰	356 318	1221
1705	Jinan	star	ɕiŋ²¹³⁻²¹ ɕiŋ⁰	ɕ i ŋ ²¹³ + ɕ i ŋ ⁰	356 318	1221
1706	Rongcheng	star	siŋ⁵² siŋ⁰	s i ŋ ⁵² + s i ŋ ⁰	356 318	1221
1707	Taiyuan	star	ɕiŋ²¹ ɕiŋ²¹⁻⁴⁵	ɕ i ŋ ²¹ + ɕ i ŋ ²¹	356 318	1213
1708	Xi_an	star	ɕiŋ²¹ ɕiŋ²⁴	ɕ i ŋ ²¹ + ɕ i ŋ ²⁴	356 318	1221
1709	Chengdu	star	ɕin⁴⁵ ɕiər⁵⁵	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵	356 318	1221
1710	Chengdu	star	ɕin⁴⁵ ɕiər²¹³⁻²¹	ɕ i n ⁴⁵ + ɕ j ə ²¹³	356 357	1222
1711	Nanjing	star	ɕin³¹ ɕin⁰	ɕ i n ³¹ + ɕ i n ⁰	356 318	1221
1712	Jixi	star	ɕiɑ̃⁵⁵ ɕiɑ⁵⁵	ɕ j ɑ̃ ⁵⁵ + ɕ j ɑ ⁵⁵	356 318	1214
1713	Suzhou	star	sin⁴⁴	s i n ⁴⁴	356	1215
1714	Wenzhou	star	seŋ⁴⁴	s e ŋ ⁴⁴	356	1219
1715	Changsha	star	ɕin³³ ɕin⁰	ɕ i n ³³ + ɕ i n ⁰	356 318	1216
1716	Loudi	star	siɔ̃⁴⁴ tsɿ⁰	s j ɔ̃ ⁴⁴ + ts ɿ ⁰	356 19	1220
1717	Nanchang	star	ɕiaŋ⁴² tsɿ⁰	ɕ j a ŋ ⁴² + ts ɿ ⁰	356 19	1220
1718	Meixian	star	sen³³⁻³⁵ ne⁰	s e n ³³ + n e ⁰	356 259	1217
1719	Guilin	star	sei⁴² tse²³⁻³³	s ei ⁴² + ts e ²³	356 19	1220
1720	Guangzhou	star	sɛŋ⁵⁵ sɛŋ⁵⁵	s ɛ ŋ ⁵⁵ + s ɛ ŋ ⁵⁵	356 318	1221
1721	Fuzhou	star	siŋ⁵⁵	s i ŋ ⁵⁵	356	1218
1722	Xiamen	star	tsʰiæ⁵⁵	tsʰ ĩ ⁵⁵	356	1219
3293	Beijing	stick	kuən⁵¹	k w ə n ⁵¹	634	1223
3294	Ha_erbin	stick	kuən⁵³ tsɿ⁰	k w ə n ⁵³ + ts ɿ ⁰	634 19	1224
3295	Jinan	stick	kuẽ²¹⁻⁴⁴ tsɿ⁰	k w ẽ ²¹ + ts ɿ ⁰	634 19	1225
3296	Rongcheng	stick	kuər³³⁴	k w ə ³³⁴	634	1226
3297	Taiyuan	stick	kuŋ⁴⁵	k u ŋ ⁴⁵	634	1227
3298	Taiyuan	stick	kuŋ⁴⁵ tsəʔ⁰	k u ŋ ⁴⁵ + ts ə ʔ ⁰	634 19	1228
3299	Xi_an	stick	kuən⁴⁴	k w ə n ⁴⁴	634	1229
3300	Chengdu	stick	kuəm²¹³ kuər⁵⁵	k w ə n ²¹³ + k w ə ⁵⁵	634 799	1230
3301	Nanjing	stick	kuən⁴⁴ tsɿ⁰	k w ə n ⁴⁴ + ts ɿ ⁰	634 19	1231
3302	Jixi	stick	kuɑ̃³⁵ tsɿ⁵³	k w ɑ̃ ³⁵ + ts ɿ ⁵³	634 19	1232
3303	Suzhou	stick	bɑ̃²³¹	b ɑ̃ ²³¹	635	1242
3304	Suzhou	stick	kuən⁴¹²⁻⁵² tsɿ⁵²⁻²³	k w ə n ⁴¹² + ts ɿ ⁵²	634 19	1233
3305	Wenzhou	stick	buɔ²⁴⁻⁴² ŋ̍⁰	b w ɔ ²⁴ + ŋ̍ ⁰	635 427	1243
3306	Changsha	stick	kuən⁵⁵ tsɿ⁰	k w ə n ⁵⁵ + ts ɿ ⁰	634 19	1234
3307	Loudi	stick	kun³⁵	k u n ³⁵	634	1235
3308	Nanchang	stick	kun⁴⁵	k u n ⁴⁵	634	1236
3309	Meixian	stick	kun⁵³⁻⁵⁵ ne⁰	k u n ⁵³ + n e ⁰	634 0	1237
3310	Guilin	stick	kuɤŋ⁴²⁻²⁴ tse²³⁻³³	k w ɤ ŋ ⁴² + ts e ²³	634 19	1238
3311	Guangzhou	stick	kuɐn³³	k w ɐ n ³³	634	1239
3312	Fuzhou	stick	kuŋ²¹²⁻²¹ kouŋ²¹²	k u ŋ ²¹² + k ou ŋ ²¹²	634 173	1240
3313	Xiamen	stick	tsʰe⁵³⁻⁵⁵ ia⁵³	tsʰ e ⁵³ + j a ⁵³	566 797	1241
771	Beijing	stone	ʂʅ³⁵ tʰou⁰	ʂ ʅ ³⁵ + tʰ ou ⁰	180 319	1244
772	Ha_erbin	stone	ʂʅ²⁴ tʰou⁰	ʂ ʅ ²⁴ + tʰ ou ⁰	180 319	1244
773	Jinan	stone	ʂi⁵³⁻⁴⁵ tʰou⁰	ʂ ʅ ⁵³ + tʰ ou ⁰	180 319	1244
774	Rongcheng	stone	ʂɿ³⁵ tʰou⁰	ʂ ɿ ³⁵ + tʰ ou ⁰	180 319	1244
775	Taiyuan	stone	səʔ⁵⁴ tʰəu²¹	s ə ʔ ⁵⁴ + tʰ əu ²¹	180 319	1244
776	Xi_an	stone	ʂʅ²⁴ tʰou⁰	ʂ ʅ ²⁴ + tʰ ou ⁰	180 319	1244
777	Chengdu	stone	siɿ²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵	s ɿ ²¹ + tʰ əu ²¹	180 319	1244
778	Nanjing	stone	ʂʅʔ⁵ tʰəɯ¹³	ʂ ʅ ʔ ⁵ + tʰ əɯ ¹³	180 319	1244
779	Jixi	stone	ɕieʔ³²* tʰi⁴⁴	ɕ j e ʔ ³² + tʰ i ⁴⁴	180 319	1244
780	Suzhou	stone	zɑʔ²³* dʏ¹³⁻³¹	z ɑ ʔ ²³ + d ʏ ¹³	180 319	1244
781	Wenzhou	stone	zei²¹⁻² dɤu³⁴¹⁻²⁴ tsɿ²⁴²⁻⁵³ ŋ̍⁰	z ei ²¹ + d ɤu ³⁴¹ + ts ɿ ²⁴² + ŋ̍ ⁰	180 319 19 828	1245
782	Changsha	stone	sɿ²⁴ təu⁰	s ɿ ²⁴ + t əu ⁰	180 319	1244
783	Loudi	stone	ɕiɔ³⁵ diɤ¹³ kua⁰	ɕ j ɔ ³⁵ + d j ɤ ¹³ + k w a ⁰	180 319 687	1246
784	Nanchang	stone	saʔ² tʰɛu⁰	s a ʔ ² + tʰ ɛu ⁰	180 319	1244
785	Meixian	stone	sak⁵ tʰeu¹¹	s a k ⁵ + tʰ eu ¹¹	180 319	1244
786	Guilin	stone	sei²² tai²²	s ei ²² + t ai ²²	180 319	1244
787	Guangzhou	stone	sɛk² tʰɐu²¹	s ɛ k ² + tʰ ɐu ²¹	180 319	1244
788	Fuzhou	stone	suoʔ⁵⁻³³ lau⁵³	s w o ʔ ⁵ + l au ⁵³	180 319	1244
789	Xiamen	stone	tsioʔ⁵⁻²¹* tʰau²⁴	ts j o ʔ ⁵ + tʰ au ²⁴	180 319	1244
2361	Beijing	straight	tʂʅ³⁵	ʈʂ ʅ ³⁵	512	1248
2362	Ha_erbin	straight	tʂʅ²⁴	ʈʂ ʅ ²⁴	512	1248
2363	Jinan	straight	tʂʅ⁵³	ʈʂ ʅ ⁵³	512	1248
2364	Rongcheng	straight	tʃi³⁵	tʃ i ³⁵	512	1248
2365	Taiyuan	straight	tsɛʔ²	ts ɛ ʔ ²	512	1248
2366	Xi_an	straight	tʂʅ²⁴	ʈʂ ʅ ²⁴	512	1248
2367	Chengdu	straight	tsɿ²¹	ts ɿ ²¹	512	1248
2368	Nanjing	straight	tʂʅʔ⁵	ʈʂ ʅ ʔ ⁵	512	1248
2369	Jixi	straight	tɕʰieʔ³²*	tɕʰ j e ʔ ³²	512	1248
2370	Suzhou	straight	zɛʔ²³*	z ə ʔ ²³	512	1248
2371	Wenzhou	straight	dzei²¹	dz ei ²¹	512	1248
2372	Changsha	straight	tsɿ²⁴	ts ɿ ²⁴	512	1248
2373	Loudi	straight	tɕʰi³⁵	tɕʰ i ³⁵	512	1248
2374	Nanchang	straight	tsʰɨt²¹*	tsʰ ɨ t ²¹	512	1248
2375	Meixian	straight	tsʰət⁵	tsʰ ə t ⁵	512	1248
2376	Guilin	straight	tsɿ²²	ts ɿ ²²	512	1248
2377	Guangzhou	straight	tsek²	ts e k ²	512	1248
2378	Fuzhou	straight	tiʔ⁵	t i ʔ ⁵	512	1247
2379	Xiamen	straight	tit⁵	t i t ⁵	512	1248
965	Beijing	suck	ɕi⁵⁵	ɕ i ⁵⁵	198	1249
966	Ha_erbin	suck	kuo²¹³	k w o ²¹³	199	1250
967	Jinan	suck	ʂuẽ⁵³	ʂ w ẽ ⁵³	200	1258
968	Rongcheng	suck	çy²¹⁴	ç y ²¹⁴	843	1257
969	Taiyuan	suck	ɕiəʔ²	ɕ j ə ʔ ²	198	1249
970	Xi_an	suck	ɕi²¹	ɕ i ²¹	198	1249
971	Chengdu	suck	tɕy²¹	tɕ y ²¹	201	1252
972	Nanjing	suck	soʔ⁵	s o ʔ ⁵	202	1253
973	Jixi	suck	soʔ³²*	s o ʔ ³²	202	1253
974	Suzhou	suck	həu⁴⁴	h əu ⁴⁴	203	1254
975	Suzhou	suck	soʔ⁴	s o ʔ ⁴	202	1253
976	Wenzhou	suck	tɕy⁴¹	tɕ y ⁴¹	201	1252
977	Wenzhou	suck	ɕiai⁴¹	ɕ j ai ⁴¹	198	1249
978	Changsha	suck	tɕin³³	tɕ i n ³³	204	1255
979	Loudi	suck	tsin⁴⁴	ts i n ⁴⁴	204	1255
980	Nanchang	suck	tɕit⁵	tɕ i t ⁵	205	1256
981	Meixian	suck	kʰip¹	kʰ i p ¹	198	1259
982	Guilin	suck	suo⁵⁵	s w o ⁵⁵	202	1253
983	Guangzhou	suck	syn²³	s y n ²³	200	1251
984	Guangzhou	suck	kʰɐp⁵	kʰ ɐ p ⁵	198	1260
985	Fuzhou	suck	soʔ²⁴*	s o ʔ ²⁴	202	1253
986	Xiamen	suck	suʔ⁵	s u ʔ ⁵	202	1253
1118	Beijing	sun	tʰai⁵¹⁻⁵³ iɑŋ³⁵	tʰ ai ⁵¹ + j ɑ ŋ ³⁵	239 240	1261
1119	Ha_erbin	sun	ʐʅ⁵³ tʰou⁰	ʐ ʅ ⁵³ + tʰ ou ⁰	241 319	1262
1120	Ha_erbin	sun	tʰai⁵³ iaŋ⁰	tʰ ai ⁵³ + j a ŋ ⁰	239 240	1261
1121	Jinan	sun	tʰə³¹ iɑŋ⁵³	tʰ ɛ ³¹ + j ɑ ŋ ⁵³	239 240	1261
1122	Rongcheng	sun	i²¹³⁻³⁵ tʰou⁰	i ²¹⁴ + tʰ ou ⁰	241 319	1262
1123	Taiyuan	sun	tʰai⁴⁵ ɪɒ̃⁰	tʰ ai ⁴⁵ + j ɒ̃ ⁰	239 240	1261
1124	Xi_an	sun	tʰɛ⁴⁴ iɑŋ⁰	tʰ ɛ ⁴⁴ + j ɑ ŋ ⁰	239 240	1261
1125	Xi_an	sun	ər²¹ tʰou⁰	ə ²¹ + tʰ ou ⁰	241 319	1262
1126	Xi_an	sun	ər²¹ tʰou⁰ iɛ⁴⁴	ə ²¹ + tʰ ou ⁰ + j ɛ ⁴⁴	241 319 242	1263
1127	Chengdu	sun	tʰai²¹³ iaŋ²¹	tʰ ai ²¹³ + j a ŋ ²¹	239 240	1261
1128	Nanjing	sun	tʰɛ⁴⁴⁻⁴² iɑ̃⁰	tʰ ɛ ⁴⁴ + j ɑ̃ ⁰	239 240	1261
1129	Jixi	sun	tʰɔ³⁵⁻⁵³ iɔ⁴⁴	tʰ ɔ ³⁵ + j ɔ ⁴⁴	239 240	1261
1130	Suzhou	sun	tʰɑ⁴¹²⁻⁴⁴ ɦiã¹³⁻²¹	tʰ ɑ ⁴¹² + ɦ j ã ¹³	239 240	1261
1131	Wenzhou	sun	tʰa⁵¹⁻⁴² ji³⁴¹⁻²¹	tʰ a ⁵¹ + j i ³⁴¹	239 240	1261
1132	Changsha	sun	tʰai⁵⁵ ian¹³	tʰ ai ⁵⁵ + j a n ¹³	239 240	1261
1133	Loudi	sun	tʰa³⁵ iɔŋ¹³⁻³³	tʰ a ³⁵ + j ɔ ŋ ¹³	239 240	1261
1134	Loudi	sun	ni³⁵ diɤ¹³⁻³³ kʰu⁴⁴⁻³³	n i ³⁵ + d j ɤ ¹³ + kʰ u ⁴⁴	241 319 243	1264
1135	Nanchang	sun	tʰai²¹³ iɔŋ⁴⁵	tʰ ai ²¹⁴ + j ɔ ŋ ⁴⁵	239 240	1261
1136	Meixian	sun	ŋit¹ tʰeu¹¹	ŋ i t ¹ + tʰ eu ¹¹	241 319	1262
1137	Guilin	sun	lie⁵⁵ tai²²	l j e ⁵⁵ + t ai ²²	241 319	1262
1138	Guangzhou	sun	tʰai³³ iœŋ²¹	tʰ ai ³³ + j œ ŋ ²¹	239 240	1261
1139	Fuzhou	sun	niʔ⁵ tʰau⁵³	n i ʔ ⁵ + tʰ au ⁵³	241 319	1262
1140	Xiamen	sun	lit⁵	l i t ⁵	241	1265
2380	Beijing	swell	tsuŋ²¹³	ts u ŋ ²¹³	513	1267
2381	Ha_erbin	swell	tsuŋ²¹³	ts u ŋ ²¹³	513	1267
2382	Jinan	swell	tʂuŋ⁴⁵	ʈʂ u ŋ ⁴⁵	513	1267
2383	Rongcheng	swell	tʂoŋ²¹⁴	ʈʂ o ŋ ²¹⁴	513	1267
2384	Taiyuan	swell	tsuŋ⁵³	ts u ŋ ⁵³	513	1267
2385	Xi_an	swell	pfəŋ⁵³	pf ə ŋ ⁵³	513	1267
2386	Chengdu	swell	tsoŋ⁵³	ts o ŋ ⁵³	513	1267
2387	Nanjing	swell	tsoŋ¹¹	ts o ŋ ¹¹	513	1267
2388	Jixi	swell	tsɑ̃²¹³	ts ɑ̃ ²¹³	513	1267
2389	Suzhou	swell	hɛ⁴⁴	h e̞ ⁴⁴	514	1268
2390	Wenzhou	swell	tɕyo²⁴²	tɕ ɥ o ²⁴²	513	1267
2391	Wenzhou	swell	və³⁴¹	v ə ³⁴¹	21	1266
2392	Changsha	swell	tsən⁴¹	ts ə n ⁴¹	513	1267
2393	Loudi	swell	tɤn⁴²	t ɤ n ⁴²	513	1267
2394	Nanchang	swell	tsuŋ²¹³	ts u ŋ ²¹³	513	1267
2395	Meixian	swell	kua³³⁻³⁵ tsuŋ³¹	k w a ³³ + ts u ŋ ³¹	770 513	1269
2396	Guilin	swell	tsuɤŋ²³	ts w ɤ ŋ ²³	513	1267
2397	Guangzhou	swell	tsoŋ³⁵	ts o ŋ ³⁵	513	1267
2398	Fuzhou	swell	tsɤn³²	ts y n ³²	513	1267
2399	Xiamen	swell	tsiŋ⁵³	ts i ŋ ⁵³	513	1267
1945	Beijing	swim	iou³⁵ ʂuei²¹³	j ou ³⁵ + ʂ w ei ²¹³	387 194	1277
1946	Ha_erbin	swim	iou²⁴ yŋ²¹³	j ou ²⁴ + y ŋ ²¹³	387 388	1278
1947	Jinan	swim	iou⁵³ yŋ⁴⁵	j ou ⁵³ + y ŋ ⁴⁵	387 388	1278
1948	Rongcheng	swim	si²¹⁴⁻³⁵ tsau²¹⁴	s i ²¹⁴ + ts au ²¹⁴	346 389	1274
1949	Taiyuan	swim	iəu²¹ yŋ⁵³	j əu ²¹ + y ŋ ⁵³	387 388	1278
1950	Xi_an	swim	iou²⁴ fei⁵³	j ou ²⁴ + f ei ⁵³	387 194	1277
1951	Xi_an	swim	fu²⁴ fei⁵³	f u ²⁴ + f ei ⁵³	21 194	1272
1952	Xi_an	swim	iou²⁴	j ou ²⁴	387	1276
1953	Chengdu	swim	iəu²¹⁻⁵⁵ yn²¹³	j əu ²¹ + y n ²¹³	387 388	1278
1954	Chengdu	swim	ɕi⁵³⁻⁵⁵ tsau⁵³	ɕ i ⁵³ + ts au ⁵³	346 389	1274
1955	Nanjing	swim	iəɯ¹³ ioŋ¹¹	j əɯ ¹³ + j o ŋ ¹¹	387 388	1278
1956	Jixi	swim	vo⁵⁵⁻⁴⁵ ɕy²¹³	v o ⁵⁵ + ɕ y ²¹³	761 194	1281
1957	Suzhou	swim	hoʔ⁴ lã²³⁻²² ɦioʔ²³*⁻⁴	h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³	390 391 392	1279
1958	Wenzhou	swim	jieu³⁴¹⁻²⁴ vu³⁴¹⁻⁴² ŋ̍⁰	j eu ³⁴¹ + v u ³⁴¹ + ŋ̍ ⁰	393 394 805	1270
1959	Changsha	swim	iəu¹³ ɕyei⁴¹	j əu ¹³ + ɕ y ei ⁴¹	387 194	1277
1960	Changsha	swim	uan¹³ ɕyei⁴¹	w a n ¹³ + ɕ y ei ⁴¹	285 194	1273
1961	Loudi	swim	io¹³⁻³³ ɕy⁴²	j o ¹³ + ɕ y ⁴²	387 194	1277
1962	Loudi	swim	io¹³⁻³³ un¹¹	j o ¹³ + u n ¹¹	387 388	1278
1963	Nanchang	swim	iu⁴⁵ sui²¹³	j u ⁴⁵ + s w i ²¹³	387 194	1277
1964	Nanchang	swim	iu⁴⁵ iuŋ²¹³	j u ⁴⁵ + j u ŋ ²¹³	387 388	1271
1965	Meixian	swim	se³¹ sən³³⁻³⁵ ne⁰	s e ³¹ + s ə n ³³ + n e ⁰	346 75 804	1275
1966	Guilin	swim	iou²² suei²³	j ou ²² + s w ei ²³	387 194	1277
1967	Guangzhou	swim	iɐu²¹ søy³⁵	j ɐu ²¹ + s øy ³⁵	387 194	1277
1968	Fuzhou	swim	sieu⁵³⁻³³ tsuoi³²	s j eu ⁵³ + ts w oi ³²	393 194	1280
1969	Xiamen	swim	siu²⁴⁻²² tsui⁵³	s j u ²⁴ + ts w i ⁵³	393 194	1280
1420	Beijing	tail	uei²¹³	w ei ²¹³	308	1287
1421	Ha_erbin	tail	uei²¹³⁻²¹ pa⁰	w ei ²¹³ + p a ⁰	308 309	1289
1422	Jinan	tail	i⁴⁵⁻²¹³ pa⁰	i ⁴⁵ + p a ⁰	308 309	1289
1423	Rongcheng	tail	uei²¹⁴⁻²¹ pa³³⁴	w ei ²¹⁴ + p a ³³⁴	308 309	1289
1424	Taiyuan	tail	vei⁵³ pa⁰	v ei ⁵³ + p a ⁰	308 309	1282
1425	Xi_an	tail	i⁵³ pɑ⁰	i ⁵³ + p ɑ ⁰	308 309	1289
1426	Chengdu	tail	uei⁵³⁻⁴⁵ pa⁵⁵	w ei ⁵³ + p a ⁵⁵	308 309	1283
1427	Chengdu	tail	uei⁵³⁻⁵⁵ tsɿ⁵³	w ei ⁵³ + ts ɿ ⁵³	308 19	1284
1428	Nanjing	tail	uei¹¹⁻²² pɑ⁰	w ei ¹¹ + p ɑ ⁰	308 309	1289
1429	Jixi	tail	vi²¹³⁻³¹ po⁵⁵	v i ²¹³ + p o ⁵⁵	308 309	1285
1430	Suzhou	tail	ȵi²³¹⁻²² po⁴⁴	ɲ i ²³¹ + p o ⁴⁴	308 309	1289
1431	Wenzhou	tail	mei²⁴ po⁴⁴⁻⁴² ŋ̍⁰	m ei ²⁴ + p o ⁴⁴ + ŋ̍ ⁰	308 309 829	1290
1432	Changsha	tail	uei⁴¹ pa⁰	w ei ⁴¹ + p a ⁰	308 309	1289
1433	Loudi	tail	ui⁴² pa⁰	w i ⁴² + p a ⁰	308 309	1286
1434	Nanchang	tail	ui²¹³ pa⁰	w i ²¹³ + p a ⁰	308 309	1289
1435	Meixian	tail	mi³³ pa³³	m i ³³ + p a ³³	308 309	1289
1436	Guilin	tail	uei²³ pᴀ⁴²⁻²²	w ei ²³ + p a̠ ⁴²	308 309	1289
1437	Guangzhou	tail	mei²³	m ei ²³	308	1287
1438	Fuzhou	tail	muoi³² muoi³²	m w oi ³² + m w oi ³²	308 308	1288
1439	Xiamen	tail	me⁵³⁻⁵⁵ pa⁵⁵	m e ⁵³ + p a ⁵⁵	308 309	1289
1440	Xiamen	tail	me⁵³	m e ⁵³	308	1287
3501	Beijing	thick	xou⁵¹	x ou ⁵¹	655	1329
3502	Ha_erbin	thick	xou⁵³	x ou ⁵³	655	1329
3503	Ha_erbin	thick	xou⁵³ ʂʅ⁰	x ou ⁵³ + ʂ ʅ ⁰	655 656	1330
3504	Jinan	thick	xou³¹	x ou ³¹	655	1329
3505	Rongcheng	thick	xou³³⁴	x ou ³³⁴	655	1329
3506	Taiyuan	thick	xəu⁴⁵	x əu ⁴⁵	655	1329
3507	Xi_an	thick	xou⁴⁴	x ou ⁴⁴	655	1329
3508	Chengdu	thick	xəu²¹³	x əu ²¹³	655	1329
3509	Nanjing	thick	xəɯ⁴⁴	x əɯ ⁴⁴	655	1329
3510	Jixi	thick	xi²¹³	x i ²¹³	655	1329
3511	Suzhou	thick	ɦʏ²³¹	ɦ ʏ ²³¹	655	1326
